name,price,mileage,engine_cc,kilometer_run,types,age
Aprilia sr 150cc 117 lot,148000,45.0,150.0,19152.0,0.0,5.0
Apache rtr 160 4v,80000,25.0,160.0,50000.0,1.0,9.0
Crossfire for rent(9840302214),4000,30.0,250.0,38304.0,1.0,9.0
Pulsar 200 NS(2014 model). In excellent condition.,150000,35.0,200.0,70000.0,1.0,11.0
Yamaha fz v2 double disk,260000,50.0,150.0,16500.0,1.0,3.0
X-pulse-200,195000,30.0,200.0,31000.0,1.0,4.0
Bullet 350 Classic 2021 Model,514999,35.0,350.0,25000.0,1.0,4.0
Honda Grizea Bs6 With Disc For Sale,245000,55.0,125.0,16000.0,0.0,1.0
URGENT FOR SALE BAJAJ,163000,45.0,150.0,14000.0,1.0,4.0
Yamaha SZ-RR (Exchange with scooter),115000,45.0,150.0,23940.0,1.0,6.0
0034 Lot ko pulsar 150 Sd On sale n Exchange Serv,195000,40.0,150.0,15000.0,1.0,4.0
Like fresh condition ,155,40.0,149.0,22000.0,1.0,6.0
TVS Raider 048 lot,190000,45.0,125.0,28000.0,1.0,4.0
RTR 200 4v with ABS on sale,140000,38.0,200.0,35000.0,1.0,8.0
Ntorq 125 on sale,165,35.0,125.0,28760.0,1.0,5.0
pulsar 150 td lot 119,155000,45.0,150.0,25000.0,1.0,6.0
Tvs ntroq lot 123 super fresh condition,145000,35.0,125.0,20000.0,0.0,4.0
Dominar 400cc lot 123 super fresh condition,315000,30.0,400.0,19000.0,1.0,4.0
Tvs ntroq fi lot 133 super fresh condition,195000,45.0,125.0,20000.0,0.0,4.0
Yamaha Enticer Classic Cruiser Bike,65000,45.0,125.0,89000.0,1.0,21.0
R15 91 lot on sale 89841573829,135000,45.0,150.0,35000.0,1.0,7.0
Splendor Pro 56lot,40000,48.0,97.0,54000.0,1.0,13.0
Urgent Sale Gixxer 96 Lot Sf Very Low Rate Ma,128000,45.0,150.0,38304.0,1.0,9.0
Aprilla SR 150 013 Lot For sale ‼️‼️,149000,30.0,150.0,24000.0,1.0,6.0
bike on sale,60000,45.0,99.0,38000.0,1.0,12.0
unique bike on sale🔥🔥🔥,95000,40.0,150.0,33516.0,1.0,8.0
bike on sale @211000,215000,40.0,160.0,20000.0,1.0,4.0
200Ns FI on sale,185000,39.0,200.0,44000.0,1.0,5.0
PULSAR 150 83 LOT FRESH BIKE ✅ 9813296721,125000,45.0,150.0,33516.0,1.0,8.0
bike on sale @60000,60000,50.0,100.0,38000.0,1.0,12.0
PULSAR 150TD SINGLE HAND 119 LOT ✅ 9813296721,155000,45.0,150.0,19152.0,1.0,5.0
FASCINO 75 LOT ✅ 9813296721,74000,40.0,110.0,38304.0,0.0,9.0
Ns 200 on sale fresh xa kai banaunu parni xaina ,140000,29.0,200.0,56000.0,1.0,8.0
TVS Zest scooty second hand,60000,40.0,110.0,40700.0,0.0,10.0
Fzv2 002lot 2018 model 9860797831,174000,45.0,150.0,35.0,1.0,7.0
kohi chadne ho yo ?????????,565000,30.0,250.0,0.0,1.0,14.0
 Honda Dio (142 lot),186000,40.0,110.0,9000.0,0.0,3.0
Hero xpulse-200,200000,30.0,200.0,31000.0,1.0,4.0
hero xpluse,200000,35.0,200.0,24000.0,1.0,4.0
Hero Xpulse 4v,345000,35.0,200.0,17000.0,1.0,3.0
Apache RTR 200 4V,130000,35.0,200.0,48000.0,1.0,8.0
Aprilla Sr 150 Cc 117 Lot 2020 Model Price 147k,147000,45.0,150.0,19152.0,0.0,5.0
Pulsar Ns200 Fi Abs Bs7 New,375000,45.0,200.0,5328.0,1.0,1.0
Fzsv2 Emergency Sale,235000,45.0,149.0,30000.0,1.0,4.0
Pulsar AS 150 for sale,85000,45.0,150.0,30603.0,1.0,10.0
Dio,99999,40.0,110.0,46.0,0.0,9.0
R15 V3 ABS 123 LOT SUPER FRESH ☎️ 9813296721,285000,45.0,155.0,19152.0,1.0,5.0
Honda Unicorn 160cc fully fresh 82 lot 9803656430,110000,45.0,160.0,30000.0,1.0,8.0
90 lot 150 pulsar,125000,45.0,150.0,56000.0,1.0,8.0
102 lot Royal Enfield Thunderbird X 350,345000,30.0,350.0,23950.0,1.0,7.0
Ktm Rc 390,220000,22.0,390.0,48000.0,1.0,9.0
Royal Enfield Classic 350 Bullet 2015 last Model,350000,35.0,350.0,28000.0,1.0,10.0
R15 V3 023 Lot 2020 Model Price Only 285k,285000,45.0,155.0,19000.0,1.0,5.0
Rm 250,430000,22.0,250.0,11000.0,1.0,7.0
Single Hand Used Bike On Urgent Sale,197000,30.0,230.0,12000.0,1.0,7.0
Apache RTR 200   Lot 037,265000,35.0,200.0,9576.0,1.0,3.0
Pulsar150 Like New 120 Lot,155000,45.0,150.0,19152.0,1.0,5.0
NTORQ 125CC RACE EDITION 120 LOT ✅ 9813296721,165000,45.0,125.0,19152.0,0.0,5.0
FASCINO FI 125cc 118 LOT ✅ 9813296721,135000,45.0,125.0,19152.0,0.0,5.0
APRILLIA SR 150cc abs 118 LOT ✅ 9813296721,145000,45.0,150.0,19152.0,0.0,5.0
APRILLIA SR 150cc 105 LOT ✅ 9813296721,135000,45.0,150.0,23940.0,0.0,6.0
Duke 200  155 lot  3K Km run  Urgent sell,535000,35.0,200.0,3150.0,1.0,1.0
KTM Duke 200  Only 3250KM RUNNING 2024 Model,525000,35.0,200.0,3100.0,1.0,1.0
Honda Activa 125,100000,35.0,125.0,26000.0,0.0,10.0
Pulser NS 160 ABS  Red,195000,40.0,160.0,23940.0,1.0,6.0
fzs v2 urgent sell 141 lot,264000,55.0,150.0,9576.0,1.0,3.0
super splender bike,139000,51.0,125.0,30000.0,1.0,4.0
crossfire Hj250 dark edition on sale,396000,25.0,250.0,16000.0,1.0,4.0
Bajaj Domin250 - 2021 model sealed pack engine,285000,35.0,250.0,40000.0,1.0,4.0
yahama fzs v3,260000,50.0,149.0,19000.0,1.0,3.0
Avenger 150 (can exchange with fresh scooter),150000,45.0,150.0,16000.0,1.0,8.0
fresh condition 76 lot honda dio on sale,108000,40.0,110.0,38304.0,0.0,9.0
super fresh 96 lot suzuki gizzer SF on sale,117000,45.0,155.0,33516.0,1.0,8.0
DIRT BIKE / GR7 on SALE,245000,25.0,250.0,12000.0,1.0,6.0
TVS Ntorq scooty . 2022 model,175000,40.0,125.0,39500.0,0.0,4.0
Bajaj Pulsar 220f (62 lot),106000,35.0,220.0,47880.0,1.0,11.0
pulsar 220f 87 lot on sell ‼️💥,145000,35.0,220.0,33516.0,1.0,8.0
Urgent sale 220.. ,126000,35.0,220.0,43092.0,1.0,10.0
Unicorn ,56000,45.0,150.0,61000.0,1.0,15.0
Ns 200 Abs 021 Lot,192000,30.0,200.0,35000.0,1.0,5.0
Honda Cb Unicorn 160cc 82 Lot,100000,45.0,160.0,30000.0,1.0,8.0
Pleasure 63 Lot 2015 Model,62000,40.0,110.0,40000.0,0.0,10.0
Honda Aviator 73 Lot,94000,43.0,110.0,3400.0,0.0,9.0
Yamaha Bike R1 V1,90000,45.0,150.0,33516.0,1.0,8.0
Bajaj Pulsar 220f (74 lot),124000,35.0,220.0,38304.0,1.0,9.0
Bajaj avenger 180 (105 lot),148000,38.0,180.0,16000.0,1.0,6.0
Mt15 Bs6,380000,45.0,155.0,31000.0,1.0,3.0
Mt15 Bs6,380000,45.0,155.0,31000.0,1.0,3.0
Honda NX200,450000,35.0,200.0,4280.0,1.0,1.0
Cbr 250r for sale,200000,30.0,250.0,21930.0,1.0,12.0
Bullet 500cc,299999,25.0,500.0,30000.0,1.0,9.0
AVIATOR 73 LOT   9813296721,95000,40.0,110.0,38304.0,0.0,9.0
PLEASURE 110cc 63 LOT   9813296721,65000,40.0,110.0,47880.0,0.0,11.0
UNICORN CB 160 82 LOT SINGLE HAND   9813296721,105000,40.0,160.0,38304.0,1.0,9.0
NS 200 ABS 121 LOT   9813296721,195000,35.0,200.0,19152.0,1.0,5.0
Dio Scooter Urgent Sale,185000,40.0,110.0,19123.0,0.0,4.0
Need  Duke250,300000,30.0,250.0,19152.0,1.0,5.0
Pulsar 150 Single Disk Is For Sale,107000,35.0,150.0,25000.0,1.0,8.0
BIKE FOR SALE - HONDA TWISTER,85000,35.0,110.0,20000.0,1.0,10.0
honda Dio 144 lot fresh ,200000,36.0,109.0,10877.0,0.0,2.0
OLD MODEL HONDA DIO(FIXED PRICE WITH OFFER),59999,40.0,109.0,36098.0,0.0,14.0
CRF 250,1500000,35.0,250.0,24000.0,1.0,6.0
Aprilia Sr 150,210000,25.0,150.0,13000.0,0.0,2.0
Honda CBR 250R on Sell,245000,30.0,249.0,47.0,1.0,9.0
Pulsar 150 Bike for sell,110000,40.0,149.0,60000.0,1.0,9.0
Bajaj N200 fi abs,225000,35.0,200.0,26000.0,1.0,4.0
URGENT FOR SALE TARO 200,235000,35.0,200.0,3800.0,1.0,3.0
Fz v2 80Lot super fresh condition 9813296721,133000,45.0,150.0,38304.0,0.0,9.0
Hero glamour 107Lot bike 9813296721,85000,45.0,125.0,28728.0,1.0,7.0
Honda activa 88Lot fresh condition 9813296721,85000,45.0,125.0,33516.0,0.0,8.0
Fz v3 abs 133Lot single hand bike 9813296721,235000,45.0,150.0,14364.0,1.0,4.0
Duke 200 bs4 89Lot bike ✅ 9813296721,255000,35.0,200.0,33516.0,1.0,8.0
Avenger 160 Bajaj,152000,42.0,160.0,60200.0,1.0,5.0
Bike On Sell,415000,30.0,350.0,25000.0,1.0,2.0
Tvs Raedon On Sale,114999,55.0,110.0,15000.0,1.0,4.0
Cx 250 (2023 Model) On sale,580000,30.0,250.0,4788.0,1.0,2.0
Dominar 250 Full Fresh Condition,350000,30.0,250.0,17500.0,1.0,2.0
Fz-v3 ekdam perfect condition mha xw yamhha ,205000,45.0,150.0,60000.0,1.0,6.0
Honda dio 50 lot on sale,53000,30.0,109.0,49000.0,0.0,15.0
Ntorq125 Fi 2021 Model Super Fresh Condition Onsel,198000,45.0,125.0,22000.0,0.0,4.0
Ntorq 125 Fi 2021 Last Model 133 Lot Onsell,198,45.0,125.0,22000.0,0.0,4.0
honda grazia 125cc 121Lot scooter ✅ 9813296721,165000,45.0,125.0,19152.0,0.0,5.0
Aprillia sr 150 117Lot scooter ✅ 9813296721,155000,45.0,150.0,19152.0,0.0,5.0
Honda Dio 50Lot old model ✅ 9813296721,52000,40.0,110.0,57456.0,0.0,13.0
Apache rtr 160 99Lot bike ✅ 9813296721,135000,40.0,160.0,28728.0,1.0,7.0
Fascino 125cc fi 115Lot scooter ✅ 9813296721,125000,45.0,125.0,19152.0,0.0,5.0
Ntorq 125cc 130Lot scooter ✅ 9813296721,155000,45.0,125.0,14364.0,0.0,4.0
Fascino 77Lot scooter ✅ 9813296721,75000,40.0,110.0,38304.0,0.0,9.0
Ray Zr 76Lot scooter ✅ 9813296721,85000,35.0,113.0,38304.0,0.0,9.0
aprillia sr 150cc 88Lot scooter ✅ 9813296721,115000,45.0,150.0,33516.0,0.0,8.0
Pulsar 150 46 lot,80000,40.0,150.0,61000.0,1.0,15.0
RayZr 78Lot scooter ✅ 9813296721,75000,35.0,113.0,38304.0,0.0,9.0
honda shine 57Lot bike ✅ 9813296721,85000,45.0,125.0,52668.0,1.0,12.0
Aprillia sr 125 131Lot scooter ✅ 9813296721,165000,45.0,125.0,14364.0,0.0,4.0
Ns 160 abs 132Lot bike ✅ 9813296721,185000,40.0,160.0,14364.0,1.0,4.0
Himalayan 411,380000,28.0,411.0,28728.0,1.0,7.0
Only 11000 KM run RS 200 for sale,205000,32.0,200.0,11000.0,1.0,12.0
TVS Apache RTR 200 4V BS6 (FI + ABS) urgent sell,275000,40.0,200.0,17900.0,1.0,3.0
YAMAHA FASCINO(FIXED PRICE WITH OFFER),115999,35.0,109.0,45000.0,0.0,6.0
dominar 250  on sell,375000,25.0,250.0,17000.0,1.0,2.0
Aviator Scooter Single Handed,145000,35.0,110.0,25000.0,0.0,8.0
Super Fresh Condition Dio Urgent Sell,95000,40.0,110.0,37000.0,0.0,10.0
Aviator 127Lot scooter ✅ 9813296721,155000,40.0,110.0,14364.0,0.0,4.0
pulsar 220f abs 124Lot bike ✅ 9813296721,225000,35.0,220.0,14364.0,1.0,4.0
Xpulse 200T Fresh & single handed. Model 2022,225000,38.0,199.0,15500.0,1.0,3.0
Honda Grazia,169000,45.0,125.0,19152.0,0.0,5.0
RTR 160,165000,40.0,160.0,14364.0,1.0,4.0
Honda Grazia,169000,45.0,125.0,19152.0,0.0,5.0
hero destini,95000,45.0,125.0,23940.0,0.0,6.0
Aprilla Sr 150cc,130000,35.0,150.0,22000.0,0.0,7.0
Mt 15 2019 model for sale,278000,40.0,155.0,30000.0,1.0,6.0
Crf250L Honda 7900 Km Run with accessories,1450000,18.0,250.0,6900.0,1.0,7.0
Low Price Motorcycle,175000,22.0,397.3,20000.0,1.0,8.0
150 pulsar 78 lot ko good condition ,102000,45.0,150.0,39624.0,1.0,9.0
Vespa SXL 2016 LOT,145000,45.0,150.0,46000.0,0.0,9.0
ktm adv 250 for sale,495000,25.0,250.0,24000.0,1.0,4.0
Raider bike on sell,165000,50.0,125.0,23560.0,1.0,3.0
Yamaha Rayzr 125 Fi,200000,45.0,125.0,35.0,0.0,3.0
Honda shine on sell personal bike,165000,55.0,125.0,21000.0,1.0,6.0
220 pulsar ,150000,30.0,220.0,50.0,1.0,8.0
Sell 220 F,235000,30.0,220.0,33000.0,1.0,5.0
Suzuki Gixxer,115000,45.0,155.0,33516.0,1.0,8.0
Yamaha Ray ZR 125 Fi Street Rally,230000,55.0,125.0,16000.0,0.0,3.0
ns 200 abs on sell,215000,30.0,200.0,33000.0,1.0,4.0
Beneli 150i in sale,130000,45.0,150.0,3320.0,1.0,5.0
Pulsar 220f,185000,40.0,220.0,22000.0,1.0,8.0
Crf 2017 ,1250000,28.0,249.0,36000.0,1.0,8.0
132 LOT FRESH YAMAHA V3 ON SALE!,230000,50.0,150.0,28000.0,1.0,4.0
Honda shine CB 81 lot urgent sale,125000,50.0,125.0,26000.0,1.0,9.0
220f,225,35.0,220.0,52000.0,1.0,4.0
2022 model pulsar 150 TD on sell,165999,45.0,150.0,13000.0,1.0,3.0
Ktm 390 Adventure 2021,600000,25.0,373.0,37000.0,1.0,4.0
DUKE 200 BS6,450000,35.0,200.0,11000.0,1.0,1.0
2024 model 148lot bajaj pulsar 150cc,245000,40.0,150.0,12500.0,1.0,1.0
Kawasaki Ninja 650,1400000,16.0,650.0,15500.0,1.0,12.0
URGENT SALE PULSAR 150TD,195000,40.0,150.0,34000.0,1.0,4.0
Yamaha YZF R3 ,699999,25.0,321.0,26000.0,1.0,8.0
Crossfire GR7 on perfect condition !,360000,18.0,250.0,7500.0,1.0,6.0
BAJAJ AS200,80000,30.0,200.0,40000.0,1.0,10.0
Cbz  extreme bike sales good condition ,40000,45.0,150.0,60.0,1.0,15.0
Rtr 1604v single hand,170000,37.0,160.0,20000.0,1.0,3.0
RTR 200 4V Fi ABS 2021 Model single Hand for sale,205000,40.0,199.0,29000.0,1.0,4.0
CBZ2010(single hand),80000,40.0,150.0,74000.0,1.0,15.0
"Brand New Rtr 160 4v Fi Abs Bs6 
062Lot 9843645282",340000,40.0,160.0,1.0,1.0,1.0
Apache 200 FI++ABS urgent Sale ‼️‼️,245000,40.0,200.0,20126.0,1.0,3.0
Ntorq 125 - Race edition,155000,24.0,125.0,29000.0,0.0,6.0
🏮HONDA ACTIVA 125 DISC,114999,40.0,125.0,36000.0,0.0,7.0
Tvs Ntorq 125 Fi 2021 Last Model 133 Lot On Sell,208000,45.0,125.0,21000.0,0.0,4.0
Duke 200 Bs6 2021 Model Urgent Sell,375000,35.0,200.0,24000.0,1.0,4.0
TVS Apache RTR 200 4V (Single Hand)- 9814915091,210000,35.0,200.0,23940.0,1.0,6.0
Sport bike Suzuki Gixxer 71 lot 9803656430,80000,45.0,150.0,32000.0,1.0,9.0
Vespa Scooter VXL-125,141000,45.0,125.0,25178.0,0.0,7.0
Old bullet on sell,350000,30.0,350.0,32000.0,1.0,18.0
Duke 200 BS4 2018 Model,335000,30.0,200.0,15000.0,1.0,7.0
For Sale: Honda CB 350 H’ness (2021 Model),550000,25.0,350.0,26000.0,1.0,5.0
013 Lot TVS Apache Rtr 200 4v Bike Like New,168000,35.0,200.0,37000.0,1.0,6.0
SINGLE HANDED YBX125 (FIXED PRICE WITH OFFER),49999,45.0,125.0,24900.0,1.0,24.0
Mt 15 bs6 13500km run 053 lot 2024 model on sale ,465000,45.0,155.0,13330.0,1.0,1.0
Yahama Facino 94 Lot Sale Or Exchange,109000,50.0,125.0,31000.0,0.0,8.0
Hero Super Splendor 72 Lot Sale Or Exchange,98000,50.0,125.0,32000.0,1.0,9.0
Beneli 150,99000,45.0,150.0,777.0,1.0,7.0
Yamaha Saluto Single Hand,84000,45.0,125.0,33333.0,0.0,9.0
Bajaj Pulsar 150cc 79 Lot Sale Or Exchange,125000,45.0,150.0,29000.0,1.0,9.0
Yahama R15 V1 79 Lot Sale Or Exchange,129000,50.0,150.0,22000.0,1.0,9.0
Tvs Nrorque Disk Break 107 Lot Sale Or Exchange,145000,40.0,125.0,21000.0,0.0,6.0
Bajaj Pulsar 150cc 91 Lot Sale Or Exchange,135000,45.0,150.0,33000.0,1.0,8.0
Yahama Alba 125cc 30 Lot Sale Or Exchange,50000,45.0,125.0,39000.0,1.0,17.0
Tvs Appachi 160 4v 133 Lot Sale Or Exchange,198000,40.0,160.0,32000.0,1.0,4.0
Honda Xr 190,450,45.0,190.0,23940.0,1.0,6.0
220 for sale ,130000,35.0,220.0,36000.0,1.0,8.0
Ns 200 sale ,205000,35.0,200.0,23000.0,1.0,25.0
Bullet Reborn On Sale,435000,30.0,350.0,18000.0,1.0,2.0
Yamaha  Ray-Zr Really 130 Lots Sale/Xchange,205900,45.0,125.0,18000.0,0.0,4.0
Yamaha saluto 117 lot sale ma,99000,45.0,125.0,22000.0,1.0,5.0
Hero Glamour ,125000,55.0,125.0,11500.0,1.0,4.0
125 Lot 2021 Model One Hand Yamaha FZ-S Version3.0,228000,45.0,150.0,19000.0,1.0,4.0
Pulsar 150 TD,220000,45.0,150.0,19000.0,1.0,3.0
thunderbird 350 sale or exchange,425000,33.5,350.0,17000.0,1.0,5.0
Royal Enfield Himalayan Sale,300000,28.0,411.0,60000.0,1.0,8.0
123 lot dio dx,173000,40.0,110.0,27000.0,0.0,4.0
fz 250 sale or exchange !,190000,40.0,250.0,39000.0,1.0,8.0
Ntorq Xp,245000,45.0,125.0,19000.0,0.0,2.0
Honda Aviator,130000,40.0,110.0,29000.0,0.0,7.0
Pulsar 220,135000,40.0,220.0,31000.0,1.0,9.0
The 2017 Yamaha YZF-R3 is a popular sport bike kno,580000,22.0,321.0,22.0,1.0,8.0
Mt 053 lot on sale,460000,50.0,155.0,8000.0,1.0,1.0
FZ v2 sale or exhange,255000,45.0,150.0,22000.0,1.0,4.0
ns 400z sale or exchange,475000,30.0,400.0,890.0,1.0,1.0
aprilia sr 125 sale or exchange,155000,35.0,125.0,14000.0,0.0,4.0
Bs3 duke 200 lot 63 2014 last model price only210k,210000,35.0,200.0,47880.0,1.0,11.0
Tvs Ntorq XP 2024 model,247000,45.0,125.0,0.0,0.0,1.0
Fzs v2 2017 @150k,150,45.0,149.0,54000.0,1.0,8.0
Vespa VXL Elegente 76 Lots Sale/Xchange,99900,30.0,125.0,40000.0,0.0,9.0
73 lot honda shine,110000,50.0,125.0,38000.0,1.0,9.0
R15 M,439999,40.0,155.0,9576.0,1.0,3.0
Scooter,170000,35.0,125.0,24000.0,0.0,4.0
Yahama Rayz 119 Lot Sale Or Ex,139000,50.0,125.0,21000.0,0.0,5.0
Hero pleasure (ba 41 lot),38000,30.0,102.0,25100.0,1.0,15.0
Pulsar 150 76lot Full Fresh,110000,45.0,150.0,56000.0,1.0,10.0
Yamaha R15,125000,45.0,150.0,29000.0,1.0,7.0
Apache 160 | Tvs Apache,179000,45.0,160.0,29000.0,1.0,3.0
Honda Shine,55000,45.0,125.0,38000.0,1.0,15.0
Pulsar | Pulsar 180,128000,38.0,180.0,23000.0,1.0,7.0
Avenger 220 cruise,99000,35.0,220.0,31000.0,1.0,11.0
Honda | Honda Unicorn,68000,45.0,150.0,38000.0,1.0,14.0
Avenger 220 cruise,98000,35.0,220.0,31000.0,1.0,11.0
Hartford VR 150,105000,35.0,150.0,31000.0,1.0,13.0
Fzs v2,155000,40.0,150.0,31000.0,1.0,8.0
Avenger 220,80000,38.0,220.0,39000.0,1.0,14.0
"CBR 250 On Sale 
Cn 9808069712",249999,30.0,250.0,32800.0,1.0,10.0
Pulsar 150 67 Lot On Sell Best Condition,120000,42.0,150.0,45000.0,1.0,10.0
"FZ V2 On Sale 
Cn 9808069712",239999,45.0,150.0,18000.0,1.0,3.0
"R15 V3 On Sale 
Cn 9808069712",279000,45.0,155.0,33000.0,1.0,5.0
"Dominar 400 On Sale 
Cn 9808069712",215000,30.0,400.0,25000.0,1.0,8.0
"Rtr 200 On Sale 
Cn 9808069712",199999,30.0,200.0,21000.0,1.0,4.0
"Ns 200 On Sale 
Cn 9808069712",239999,35.0,200.0,31000.0,1.0,3.0
"Fascino On Sale 
Cn 9808069712",99000,30.0,110.0,36000.0,0.0,9.0
"Duke 200 On Sale 
Cn 9808069712",225000,30.0,200.0,26000.0,1.0,9.0
"Raider On Sale 
Cn 9808069712",199999,50.0,125.0,0.0,1.0,2.0
154 Lot 2024 Model Like New KTM DUKE 250 GEN 3,595000,30.0,250.0,12000.0,1.0,1.0
Foreign Country KO Visa lagako vayera urgent sale ,430000,35.0,350.0,4788.0,1.0,2.0
Pulsar 150,79000,45.0,150.0,36000.0,1.0,14.0
Vespa 2016 model,98000,35.0,125.0,38304.0,0.0,9.0
Yamaha fascino 77 Lots Sale/Xchange,73900,35.0,110.0,27000.0,0.0,9.0
FZS 2019 Single Hand 35000km 9851144880,215000,45.0,150.0,35000.0,1.0,6.0
Duke 250,0,30.0,250.0,21000.0,1.0,5.0
86 lot Royal Enfield Thunderbird 350,310000,30.0,350.0,26000.0,1.0,9.0
N 250,305000,30.0,250.0,10000.0,1.0,3.0
"Royal enfield classic 350 bullet Reborn
2023 model",465000,35.0,350.0,14000.0,1.0,2.0
"Apache RTR 200 4V
2021 model for sale",205000,35.0,200.0,30000.0,1.0,4.0
Tvs Appachi 1604v Abs 2021 Model Sale Or Ex 160 Lo,199000,50.0,160.0,22000.0,1.0,4.0
Tvs Appachi 1604v Abs 2021 Model Sale Or Ex 160 Lo,199000,50.0,160.0,22000.0,1.0,4.0
Classing 350 Reborn Bullet On Sale,445000,32.0,350.0,18000.0,1.0,2.0
Tvs Ntorque Race Xp 151 Lot Sale Or Exchange,269000,50.0,125.0,12000.0,0.0,1.0
Honda Shine,58000,45.0,120.0,61000.0,1.0,15.0
Pulsar 180,135000,40.0,180.0,29000.0,1.0,7.0
Royal Enfield 500cc Bike for sale,385000,25.0,500.0,26000.0,1.0,8.0
Discover 125st,142000,45.0,125.0,15000.0,1.0,4.0
Honda Grazia 123 Lots Sale/Xchange,165900,35.0,125.0,21000.0,0.0,4.0
Honda Xr 190l / XR190l 2022 model  lot 35,625000,45.0,190.0,8100.0,1.0,3.0
Vespa 125cc 119 Lot Sale Or Exchange,139000,35.0,125.0,23000.0,0.0,5.0
CROSS X SE 250,390000,30.0,250.0,12000.0,1.0,8.0
duke 200 bs4 for sale or exchange,285000,35.0,200.0,33516.0,1.0,8.0
"Cx Se 250r 
040 Lot 9843645282",435000,30.0,250.0,14000.0,1.0,4.0
"Honda Dio
43 Lot 9843645282",50000,36.0,109.0,35000.0,0.0,18.0
"Honda Shine 
86 Lot  9843645282",125000,45.0,125.0,33516.0,1.0,8.0
Rolling Wheels Auto Enterprises,265000,30.0,250.0,43092.0,1.0,10.0
Honda Dio 69 Lot Sale Or Ex,109000,45.0,110.0,32000.0,0.0,9.0
Hero Achiver 150cc 104 Lot Sale Or Exchange,109000,45.0,150.0,23000.0,1.0,6.0
Ntorq Disk,175000,40.0,125.0,9576.0,0.0,3.0
Royal enfield classic 350 | Bullet 350,439000,45.0,350.0,19000.0,1.0,2.0
Bajaj Discover Disk Break 125cc 82 Lot Sale Or Ex,99000,50.0,125.0,33000.0,1.0,9.0
Ntorq XP Top Model,265000,50.0,125.0,10700.0,0.0,2.0
Aprilia Storm 125 Lots Sale/Xchange,139900,40.0,125.0,2403.0,0.0,4.0
104 lot honda shine,145000,50.0,125.0,41000.0,1.0,7.0
Tvs NToRQ 109 Lots Sale/Xchange,139900,30.0,125.0,23940.0,0.0,6.0
Ray Z for sale or exchange,117000,45.0,110.0,23940.0,1.0,6.0
vespa sxl 125 for sale or exchange,122000,35.0,125.0,30000.0,1.0,8.0
Tvs Nrorque Raceediton 136 Lot Sale Or Ex,199000,40.0,125.0,22000.0,0.0,3.0
Yamaha r15 ,85000,45.0,150.0,42000.0,1.0,13.0
Royal Enfield Classic Reborn 350,438888,35.0,350.0,3500.0,1.0,2.0
2020 Bajaj Pulsar NS160 | 14 000 km | First owner,200000,38.0,160.0,24000.0,1.0,5.0
Nk 250 cf moto,220000,30.0,250.0,33000.0,1.0,7.0
Tvs Nrorque Raceediton Fi 139 Lot Sale Or Ex,219000,45.0,125.0,16000.0,0.0,3.0
APACHE 1604V FOR SELL,220000,35.0,160.0,30000.0,1.0,2.0
Bajaj Avenger 150 for Sale – Well Maintained,130000,50.0,150.0,50000.0,1.0,9.0
Aprilla 150 ,155000,20.0,150.0,20.0,0.0,6.0
Tiger 200,230000,35.0,200.0,0.0,1.0,1.0
Pulsar 150cc,65000,46.0,150.0,25000.0,1.0,18.0
Ktm adventure 250 2023 145lotin pristine condition,599999,30.0,250.0,12000.0,1.0,2.0
Aviator,135000,40.0,110.0,0.0,0.0,8.0
Hero XPulse 200 – 2021,260000,35.0,200.0,26867.0,1.0,4.0
R15 V3 2020 Model 118 Lot On Sale!!,285000,40.0,150.0,37.0,1.0,5.0
"Raider On Sale 
Cn 9808069712",199000,55.0,125.0,12000.0,1.0,1.0
"Gixxer On Sale 
Cn 9808069712",109000,40.0,155.0,36000.0,1.0,8.0
"Gixxer On Sale 
Cn 9808069712",129000,40.0,155.0,26000.0,1.0,7.0
Benelli On Sale,139000,45.0,150.0,48000.0,1.0,5.0
suzuki burgman for sale,165000,45.0,125.0,9576.0,0.0,3.0
Dio Scooter,50000,35.0,100.0,61000.0,0.0,24.0
Honda Aviator,169000,45.0,110.0,12000.0,0.0,4.0
Honda Aviator,129000,40.0,110.0,32000.0,0.0,7.0
Duke 200 Front rim,10000,31.0,200.0,0.0,1.0,1.0
Fz250 on rent,2500,30.0,249.0,60000.0,1.0,7.0
Honda Aviator Scooter  17 800 km,164999,40.0,110.0,17800.0,0.0,6.0
Jawa Pérák,650000,25.0,334.0,8774.0,1.0,5.0
Honda CBR 250R,380000,35.0,250.0,18000.0,1.0,8.0
Splendor ,120000,60.0,100.0,0.0,1.0,5.0
Duke 200 bs6/ Dual channel abs,425000,35.0,200.0,13151.0,1.0,4.0
Royal Enfield 350 classic ,420000,35.0,350.0,30000.0,1.0,8.0
Honda XR 190cc 129 Lot Single Handed Sale Or Ex,579000,40.0,190.0,27000.0,1.0,4.0
Bajaj Domaninar D400 98 Lots Sale/Xchange,221900,30.0,373.0,23000.0,1.0,7.0
r15,112000,45.0,150.0,40000.0,1.0,9.0
vr 150,430000,35.0,150.0,200.0,1.0,5.0
Dominar 400 cc like brand new,395000,30.0,400.0,18000.0,1.0,3.0
137 lot Duke 2022 model on sale ,379000,45.0,200.0,27.0,1.0,3.0
tvs jupiter on sale,100000,40.0,110.0,35000.0,0.0,8.0
Butwal Bhairahawa ko lagi Bike Vadama ,1000,30.0,220.0,30000.0,1.0,7.0
